,id,self,state,name,startDate,endDate,completeDate,activatedDate,originBoardId,goal,board_id
1015,21.0,https://jira.spring.io/rest/agile/1.0/sprint/21,closed,Sprint 16,2013-09-18T16:36:49.519Z,2013-10-10T16:36:00.000Z,2013-10-10T17:53:05.042Z,2013-09-18T16:36:49.519Z,,,15
1016,24.0,https://jira.spring.io/rest/agile/1.0/sprint/24,closed,Sprint 17,2013-10-11T16:05:23.650Z,2013-10-18T16:05:23.650Z,2013-10-22T16:09:24.797Z,2013-10-11T16:05:23.650Z,,,15
1017,25.0,https://jira.spring.io/rest/agile/1.0/sprint/25,closed,Sprint 18,2013-10-23T16:12:37.406Z,2013-11-12T17:12:00.000Z,2013-11-18T16:37:31.866Z,2013-10-23T16:12:37.406Z,,,15
1018,28.0,https://jira.spring.io/rest/agile/1.0/sprint/28,closed,Sprint 19,2013-11-19T15:43:59.458Z,2013-12-10T15:43:59.458Z,2013-12-12T17:01:47.965Z,2013-11-19T15:43:59.458Z,,,15
1019,29.0,https://jira.spring.io/rest/agile/1.0/sprint/29,closed,Sprint 20,2013-12-13T17:15:57.945Z,2014-01-10T17:15:00.000Z,2014-01-10T20:15:18.739Z,2013-12-13T17:15:57.945Z,,,15
1020,31.0,https://jira.spring.io/rest/agile/1.0/sprint/31,closed,Sprint 21,2014-01-14T20:15:01.789Z,2014-02-10T20:02:00.000Z,2014-02-10T21:36:07.315Z,2014-01-14T20:15:01.789Z,,,15
1021,35.0,https://jira.spring.io/rest/agile/1.0/sprint/35,closed,Sprint 22,2014-02-12T15:46:16.242Z,2014-03-04T15:46:00.000Z,2014-03-04T20:25:47.994Z,2014-02-12T15:46:16.242Z,,,15
1022,39.0,https://jira.spring.io/rest/agile/1.0/sprint/39,closed,Sprint 23,2014-03-04T20:30:13.270Z,2014-03-18T19:30:00.000Z,2014-03-18T16:10:42.666Z,2014-03-04T20:30:13.270Z,6.0,,15
1023,41.0,https://jira.spring.io/rest/agile/1.0/sprint/41,closed,Sprint 24,2014-03-19T01:46:08.444Z,2014-04-04T01:46:00.000Z,2014-04-03T17:43:56.460Z,2014-03-19T01:46:08.444Z,6.0,,15
1024,43.0,https://jira.spring.io/rest/agile/1.0/sprint/43,closed,Sprint 25,2014-04-03T21:50:30.577Z,2014-04-15T21:50:00.000Z,2014-04-16T04:47:19.743Z,2014-04-03T21:50:30.577Z,6.0,,15
1025,45.0,https://jira.spring.io/rest/agile/1.0/sprint/45,closed,Sprint 26,2014-04-17T21:00:15.115Z,2014-04-30T21:00:00.000Z,2014-04-30T20:54:32.051Z,2014-04-17T21:00:15.115Z,6.0,,15
1026,47.0,https://jira.spring.io/rest/agile/1.0/sprint/47,closed,Sprint 27,2014-04-30T22:50:45.900Z,2014-05-21T22:50:00.000Z,2014-05-21T19:58:40.727Z,2014-04-30T22:50:45.900Z,6.0,,15
1027,49.0,https://jira.spring.io/rest/agile/1.0/sprint/49,closed,Sprint 28,2014-05-21T20:53:08.503Z,2014-05-30T20:53:00.000Z,2014-05-30T17:00:01.151Z,2014-05-21T20:53:08.503Z,6.0,,15
1028,50.0,https://jira.spring.io/rest/agile/1.0/sprint/50,closed,Sprint 29,2014-06-04T14:08:00.788Z,2014-06-12T14:08:00.000Z,2014-06-12T15:51:53.686Z,2014-06-04T14:08:00.788Z,6.0,,15
1029,51.0,https://jira.spring.io/rest/agile/1.0/sprint/51,closed,Sprint 30,2014-06-12T16:10:24.250Z,2014-07-01T16:10:00.000Z,2014-07-01T19:45:41.388Z,2014-06-12T16:10:24.250Z,6.0,,15
1030,54.0,https://jira.spring.io/rest/agile/1.0/sprint/54,closed,Sprint 31,2014-07-01T19:50:22.260Z,2014-07-18T19:50:00.000Z,2014-07-18T16:17:20.081Z,2014-07-01T19:50:22.260Z,6.0,,15
1031,57.0,https://jira.spring.io/rest/agile/1.0/sprint/57,closed,Sprint 32,2014-07-21T15:28:54.304Z,2014-07-29T15:28:00.000Z,2014-07-29T17:16:11.506Z,2014-07-21T15:28:54.304Z,6.0,,15
1032,60.0,https://jira.spring.io/rest/agile/1.0/sprint/60,closed,Sprint 33,2014-08-06T00:06:42.832Z,2014-08-26T00:06:00.000Z,2014-08-26T18:25:13.963Z,2014-08-06T00:06:42.832Z,6.0,,15
1033,62.0,https://jira.spring.io/rest/agile/1.0/sprint/62,closed,Sprint 34,2014-08-27T18:08:12.668Z,2014-09-19T18:08:00.000Z,2014-09-22T17:00:10.364Z,2014-08-27T18:08:12.668Z,6.0,,15
1034,64.0,https://jira.spring.io/rest/agile/1.0/sprint/64,closed,Sprint 35,2014-09-22T17:29:11.228Z,2014-09-30T17:29:00.000Z,2014-10-01T18:23:51.728Z,2014-09-22T17:29:11.228Z,6.0,,15
1035,65.0,https://jira.spring.io/rest/agile/1.0/sprint/65,closed,Sprint 36,2014-10-06T19:22:27.837Z,2014-10-18T06:23:00.000Z,2014-10-18T17:05:43.334Z,2014-10-06T19:22:27.837Z,6.0,,15
1036,66.0,https://jira.spring.io/rest/agile/1.0/sprint/66,closed,Sprint 37,2014-10-20T18:06:25.222Z,2014-11-01T01:06:00.000Z,2014-10-31T23:20:05.013Z,2014-10-20T18:06:25.222Z,6.0,,15
1037,67.0,https://jira.spring.io/rest/agile/1.0/sprint/67,closed,Sprint 38,2014-11-03T20:09:29.715Z,2014-11-19T05:09:00.000Z,2014-11-19T02:27:28.854Z,2014-11-03T20:09:29.715Z,6.0,,15
1038,68.0,https://jira.spring.io/rest/agile/1.0/sprint/68,closed,Sprint 39,2014-11-21T01:08:00.000Z,2014-12-06T05:08:00.000Z,2014-12-06T03:39:26.363Z,2014-11-21T01:08:00.000Z,6.0,,15
1039,70.0,https://jira.spring.io/rest/agile/1.0/sprint/70,closed,Sprint 40,2014-12-08T19:18:09.888Z,2014-12-23T07:18:00.000Z,2014-12-23T05:36:50.545Z,2014-12-08T19:18:09.888Z,6.0,,15
1040,72.0,https://jira.spring.io/rest/agile/1.0/sprint/72,closed,Sprint 41,2015-01-05T18:27:36.017Z,2015-01-29T06:27:00.000Z,2015-01-29T02:11:08.917Z,2015-01-05T18:27:36.017Z,6.0,,15
1041,73.0,https://jira.spring.io/rest/agile/1.0/sprint/73,closed,Sprint 42,2015-01-29T20:09:13.198Z,2015-02-07T07:09:00.000Z,2015-02-07T01:55:55.920Z,2015-01-29T20:09:13.198Z,6.0,,15
1042,74.0,https://jira.spring.io/rest/agile/1.0/sprint/74,closed,Sprint 43,2015-02-12T00:27:04.161Z,2015-02-21T06:27:00.000Z,2015-02-21T01:18:41.035Z,2015-02-12T00:27:04.161Z,6.0,,15
1043,77.0,https://jira.spring.io/rest/agile/1.0/sprint/77,closed,Sprint 44,2015-02-23T17:11:58.877Z,2015-03-07T02:30:00.000Z,2015-03-07T00:51:19.669Z,2015-02-23T17:11:58.877Z,6.0,,15
1044,78.0,https://jira.spring.io/rest/agile/1.0/sprint/78,closed,Sprint 45,2015-03-09T16:32:38.633Z,2015-03-21T01:32:00.000Z,2015-03-21T00:43:43.641Z,2015-03-09T16:32:38.633Z,6.0,,15
1045,79.0,https://jira.spring.io/rest/agile/1.0/sprint/79,closed,Sprint 46,2015-03-23T17:04:18.741Z,2015-04-04T01:04:00.000Z,2015-04-03T23:38:26.454Z,2015-03-23T17:04:18.741Z,6.0,,15
1046,80.0,https://jira.spring.io/rest/agile/1.0/sprint/80,closed,Sprint 47,2015-04-06T17:22:32.410Z,2015-04-25T01:22:00.000Z,2015-04-24T23:23:26.171Z,2015-04-06T17:22:32.410Z,6.0,,15
1047,82.0,https://jira.spring.io/rest/agile/1.0/sprint/82,closed,Sprint 48,2015-04-27T17:13:09.348Z,2015-05-09T00:13:00.000Z,2015-05-08T22:52:36.394Z,2015-04-27T17:13:09.348Z,6.0,,15
1048,83.0,https://jira.spring.io/rest/agile/1.0/sprint/83,closed,Sprint 49,2015-05-11T18:10:21.523Z,2015-05-22T23:10:00.000Z,2015-05-22T21:39:53.098Z,2015-05-11T18:10:21.523Z,6.0,,15
1049,85.0,https://jira.spring.io/rest/agile/1.0/sprint/85,closed,Sprint 50,2015-05-26T17:04:32.601Z,2015-06-09T01:04:00.000Z,2015-06-09T00:37:10.657Z,2015-05-26T17:04:32.601Z,6.0,,15
1050,,,,,,,,,,,57
1051,,,,,,,,,,,57
1052,,,,,,,,,,,57
1053,,,,,,,,,,,57
1054,,,,,,,,,,,57
1055,,,,,,,,,,,57
1056,,,,,,,,,,,57
1057,,,,,,,,,,,57
1058,,,,,,,,,,,57
1059,,,,,,,,,,,57
1060,,,,,,,,,,,57
1061,,,,,,,,,,,57
1062,,,,,,,,,,,57
1063,,,,,,,,,,,57
1064,,,,,,,,,,,57
1065,,,,,,,,,,,57
1066,,,,,,,,,,,57
1067,,,,,,,,,,,57
1068,,,,,,,,,,,57
1069,,,,,,,,,,,57
1070,,,,,,,,,,,57
1071,,,,,,,,,,,57
1072,,,,,,,,,,,57
1073,,,,,,,,,,,57
1074,,,,,,,,,,,57
1075,,,,,,,,,,,57
1076,,,,,,,,,,,57
1077,,,,,,,,,,,57
1078,,,,,,,,,,,57
1079,,,,,,,,,,,57
1080,,,,,,,,,,,57
1081,,,,,,,,,,,57
1082,,,,,,,,,,,57
1083,,,,,,,,,,,57
1084,,,,,,,,,,,57
1085,,,,,,,,,,,57
1086,,,,,,,,,,,57
1087,,,,,,,,,,,57
1088,,,,,,,,,,,57
1089,,,,,,,,,,,57
1090,,,,,,,,,,,57
1091,,,,,,,,,,,57
1092,,,,,,,,,,,57
1093,,,,,,,,,,,57
1094,,,,,,,,,,,57
1095,,,,,,,,,,,57
1096,,,,,,,,,,,57
1097,,,,,,,,,,,57
1098,,,,,,,,,,,57
1099,,,,,,,,,,,57
1100,2.0,https://jira.spring.io/rest/agile/1.0/sprint/2,active,Sprint 1,2013-04-19T20:03:51.615Z,2013-05-05T20:03:51.615Z,,2013-04-19T20:03:51.615Z,,,8
1101,,,,,,,,,,,8
1102,,,,,,,,,,,8
1103,,,,,,,,,,,8
1104,,,,,,,,,,,8
1105,,,,,,,,,,,8
1106,,,,,,,,,,,8
1107,,,,,,,,,,,8
1108,,,,,,,,,,,8
1109,,,,,,,,,,,8
1110,,,,,,,,,,,8
1111,,,,,,,,,,,8
1112,,,,,,,,,,,8
1113,,,,,,,,,,,8
1114,,,,,,,,,,,8
1115,,,,,,,,,,,8
1116,,,,,,,,,,,8
1117,,,,,,,,,,,8
1118,,,,,,,,,,,8
1119,,,,,,,,,,,8
1120,,,,,,,,,,,8
1121,,,,,,,,,,,8
1122,,,,,,,,,,,8
1123,,,,,,,,,,,8
1124,,,,,,,,,,,8
1125,,,,,,,,,,,8
1126,,,,,,,,,,,8
1127,,,,,,,,,,,8
1128,,,,,,,,,,,8
1129,,,,,,,,,,,8
1130,,,,,,,,,,,8
1131,,,,,,,,,,,8
1132,,,,,,,,,,,8
1133,,,,,,,,,,,8
1134,,,,,,,,,,,8
1135,,,,,,,,,,,8
1136,,,,,,,,,,,8
1137,,,,,,,,,,,8
1138,,,,,,,,,,,8
1139,,,,,,,,,,,8
1140,,,,,,,,,,,8
1141,,,,,,,,,,,8
1142,,,,,,,,,,,8
1143,,,,,,,,,,,8
1144,,,,,,,,,,,8
1145,,,,,,,,,,,8
1146,,,,,,,,,,,8
1147,,,,,,,,,,,8
1148,,,,,,,,,,,8
1149,,,,,,,,,,,8
1150,,,,,,,,,,,34
1151,,,,,,,,,,,34
1152,,,,,,,,,,,34
1153,,,,,,,,,,,34
1154,,,,,,,,,,,34
1155,,,,,,,,,,,34
1156,,,,,,,,,,,34
1157,,,,,,,,,,,34
1158,,,,,,,,,,,34
1159,,,,,,,,,,,34
1160,,,,,,,,,,,34
1161,,,,,,,,,,,34
1162,,,,,,,,,,,34
1163,,,,,,,,,,,34
1164,,,,,,,,,,,34
1165,,,,,,,,,,,34
1166,,,,,,,,,,,34
1167,,,,,,,,,,,34
1168,,,,,,,,,,,34
1169,,,,,,,,,,,34
1170,,,,,,,,,,,34
1171,,,,,,,,,,,34
1172,,,,,,,,,,,34
1173,,,,,,,,,,,34
1174,,,,,,,,,,,34
1175,,,,,,,,,,,34
1176,,,,,,,,,,,34
1177,,,,,,,,,,,34
1178,,,,,,,,,,,34
1179,,,,,,,,,,,34
1180,,,,,,,,,,,34
1181,,,,,,,,,,,34
1182,,,,,,,,,,,34
1183,,,,,,,,,,,34
1184,,,,,,,,,,,34
1185,,,,,,,,,,,34
1186,,,,,,,,,,,34
1187,,,,,,,,,,,34
1188,,,,,,,,,,,34
1189,,,,,,,,,,,34
1190,,,,,,,,,,,34
1191,,,,,,,,,,,34
1192,,,,,,,,,,,34
1193,,,,,,,,,,,34
1194,,,,,,,,,,,34
1195,,,,,,,,,,,34
1196,,,,,,,,,,,34
1197,,,,,,,,,,,34
1198,,,,,,,,,,,34
1199,,,,,,,,,,,34
1200,14.0,https://jira.spring.io/rest/agile/1.0/sprint/14,closed,Babbage - RC1 - Stage Two,2013-07-15T13:06:47.325Z,2013-08-05T13:06:00.000Z,2013-08-05T16:06:42.063Z,2013-07-15T13:06:47.325Z,,,46
1201,17.0,https://jira.spring.io/rest/agile/1.0/sprint/17,closed,The Road To SpringOne,2013-08-07T10:24:36.975Z,2013-09-06T10:24:36.975Z,2013-09-16T20:12:01.030Z,2013-08-07T10:24:36.975Z,,,46
1202,22.0,https://jira.spring.io/rest/agile/1.0/sprint/22,closed,SpringOne Aftermath,2013-09-16T09:21:00.000Z,2013-10-07T09:21:00.000Z,2013-10-07T15:24:15.693Z,2013-09-16T09:21:00.000Z,,,46
1203,23.0,https://jira.spring.io/rest/agile/1.0/sprint/23,closed,The Road to Codd M1,2013-10-07T15:24:56.220Z,2013-10-25T15:24:56.220Z,2013-11-18T10:14:01.639Z,2013-10-07T15:24:56.220Z,,,46
1204,27.0,https://jira.spring.io/rest/agile/1.0/sprint/27,closed,Codd M1,2013-11-18T10:19:44.354Z,2014-01-06T10:19:00.000Z,2014-01-13T14:14:20.090Z,2013-11-18T10:19:44.354Z,,,46
1205,30.0,https://jira.spring.io/rest/agile/1.0/sprint/30,closed,42 - 2014 Kickoff,2014-01-13T15:52:03.242Z,2014-01-27T15:52:03.242Z,2014-02-05T10:21:00.735Z,2014-01-13T15:52:03.242Z,,,46
1206,34.0,https://jira.spring.io/rest/agile/1.0/sprint/34,closed,43 - Babbage SR3,2014-02-06T12:33:34.480Z,2014-02-21T12:33:00.000Z,2014-02-24T08:52:09.728Z,2014-02-06T12:33:34.480Z,,,46
1207,37.0,https://jira.spring.io/rest/agile/1.0/sprint/37,closed,44 - Codd GA,2014-02-24T09:46:54.417Z,2014-03-17T08:46:00.000Z,2014-03-17T17:01:07.864Z,2014-02-24T09:46:54.417Z,,,46
1208,40.0,https://jira.spring.io/rest/agile/1.0/sprint/40,closed,45 - Dijkstra M1,2014-03-17T17:00:56.212Z,2014-03-27T18:00:00.000Z,2014-04-01T09:10:42.962Z,2014-03-17T17:00:56.212Z,5.0,,46
1209,42.0,https://jira.spring.io/rest/agile/1.0/sprint/42,closed,46 - Codd SR2,2014-04-02T06:05:39.791Z,2014-04-18T06:05:00.000Z,2014-04-17T12:41:16.717Z,2014-04-02T06:05:39.791Z,5.0,,46
1210,44.0,https://jira.spring.io/rest/agile/1.0/sprint/44,closed,47 - Dijkstra RC1,2014-04-17T12:41:09.158Z,2014-04-28T12:41:00.000Z,2014-05-05T12:23:12.604Z,2014-04-17T12:41:09.158Z,5.0,,46
1211,48.0,https://jira.spring.io/rest/agile/1.0/sprint/48,closed,48 - Dijkstra GA,2014-05-05T12:24:45.463Z,2014-05-19T12:24:00.000Z,2014-06-19T14:18:03.053Z,2014-05-05T12:24:45.463Z,5.0,,46
1212,52.0,https://jira.spring.io/rest/agile/1.0/sprint/52,closed,49 - Dijkstra SR1,2014-06-19T14:19:22.319Z,2014-06-27T14:19:00.000Z,2014-07-01T07:21:59.043Z,2014-06-19T14:19:22.319Z,5.0,,46
1213,53.0,https://jira.spring.io/rest/agile/1.0/sprint/53,closed,50 - Evans M1,2014-07-01T07:30:37.310Z,2014-07-18T07:30:00.000Z,2014-07-15T07:12:22.114Z,2014-07-01T07:30:37.310Z,5.0,,46
1214,55.0,https://jira.spring.io/rest/agile/1.0/sprint/55,closed,51 - Dijkstra SR2,2014-07-15T12:55:22.181Z,2014-07-25T12:55:00.000Z,2014-07-28T18:10:17.693Z,2014-07-15T12:55:22.181Z,5.0,,46
1215,56.0,https://jira.spring.io/rest/agile/1.0/sprint/56,closed,52 - Evans RC1,2014-07-28T18:10:49.927Z,2014-08-08T18:10:00.000Z,2014-08-14T07:59:20.147Z,2014-07-28T18:10:49.927Z,5.0,,46
1216,61.0,https://jira.spring.io/rest/agile/1.0/sprint/61,closed,52 - Evans GA,2014-08-20T06:59:35.647Z,2014-09-05T06:59:00.000Z,2014-09-15T08:28:50.095Z,2014-08-20T06:59:35.647Z,5.0,,46
1217,63.0,https://jira.spring.io/rest/agile/1.0/sprint/63,closed,53 - Evans SR1,2014-09-08T08:29:35.554Z,2014-10-03T08:29:00.000Z,2014-11-10T13:16:31.933Z,2014-09-08T08:29:35.554Z,5.0,,46
1218,69.0,https://jira.spring.io/rest/agile/1.0/sprint/69,closed,54 - Fowler M1,2014-11-10T13:17:39.587Z,2014-11-21T13:17:00.000Z,2014-12-01T16:02:26.522Z,2014-11-10T13:17:39.587Z,5.0,,46
1219,71.0,https://jira.spring.io/rest/agile/1.0/sprint/71,closed,55 - Evans SR2,2014-12-01T16:03:25.814Z,2014-12-15T16:03:00.000Z,2015-01-29T09:28:25.377Z,2014-12-01T16:03:25.814Z,5.0,,46
1220,76.0,https://jira.spring.io/rest/agile/1.0/sprint/76,closed,56 - Fowler RC1,2015-01-29T09:29:28.377Z,2015-02-13T09:29:00.000Z,2015-03-09T09:57:03.414Z,2015-01-29T09:29:28.377Z,5.0,,46
1221,81.0,https://jira.spring.io/rest/agile/1.0/sprint/81,closed,56 - Fowler GA,2015-03-09T09:58:14.193Z,2015-03-23T09:58:00.000Z,2015-03-27T12:56:36.687Z,2015-03-09T09:58:14.193Z,5.0,,46
1222,84.0,https://jira.spring.io/rest/agile/1.0/sprint/84,closed,57 - Fowler Aftermath,2015-03-31T15:05:34.768Z,2015-04-17T15:05:00.000Z,2015-05-22T07:14:27.453Z,2015-03-31T15:05:34.768Z,5.0,,46
1223,89.0,https://jira.spring.io/rest/agile/1.0/sprint/89,closed,58 - Gosling M1,2015-05-22T07:15:36.599Z,2015-06-05T07:15:00.000Z,2015-06-08T12:09:18.715Z,2015-05-22T07:15:36.599Z,5.0,,46
1224,91.0,https://jira.spring.io/rest/agile/1.0/sprint/91,closed,59 - Evans / Fowler SR,2015-06-08T12:10:14.307Z,2015-06-22T12:10:00.000Z,2015-07-03T14:42:40.531Z,2015-06-08T12:10:14.307Z,5.0,,46
1225,93.0,https://jira.spring.io/rest/agile/1.0/sprint/93,closed,Gosling RC1,2015-07-04T17:11:10.331Z,2015-07-18T17:11:00.000Z,2015-08-05T11:22:43.128Z,2015-07-04T17:11:10.331Z,5.0,,46
1226,97.0,https://jira.spring.io/rest/agile/1.0/sprint/97,closed,Gosling GA,2015-08-05T11:23:38.719Z,2015-08-31T11:23:00.000Z,2015-09-07T06:17:17.733Z,2015-08-05T11:23:38.719Z,5.0,,46
1227,100.0,https://jira.spring.io/rest/agile/1.0/sprint/100,closed,SpringOne 2015,2015-09-07T08:42:06.130Z,2015-10-03T08:42:00.000Z,2015-10-30T09:16:52.903Z,2015-09-07T08:42:06.130Z,5.0,,46
1228,104.0,https://jira.spring.io/rest/agile/1.0/sprint/104,closed,Gosling SR1,2015-11-02T10:25:00.835Z,2015-11-13T10:25:00.000Z,2015-11-16T16:11:16.467Z,2015-11-02T10:25:00.835Z,5.0,,46
1229,105.0,https://jira.spring.io/rest/agile/1.0/sprint/105,closed,Hopper M1,2015-11-16T16:11:39.122Z,2015-11-27T16:11:00.000Z,2016-02-22T10:41:39.804Z,2015-11-16T16:11:39.122Z,5.0,,46
1230,109.0,https://jira.spring.io/rest/agile/1.0/sprint/109,closed,Hopper RC1,2016-02-22T10:42:30.155Z,2016-03-04T10:42:00.000Z,2016-03-22T09:47:01.614Z,2016-02-22T10:42:30.155Z,5.0,,46
1231,110.0,https://jira.spring.io/rest/agile/1.0/sprint/110,closed,Hopper GA,2016-03-22T09:49:06.119Z,2016-04-04T09:49:00.000Z,2016-04-14T18:06:44.993Z,2016-03-22T09:49:06.119Z,5.0,,46
1232,111.0,https://jira.spring.io/rest/agile/1.0/sprint/111,closed,Hopper SR2,2016-04-22T05:30:25.759Z,2016-06-03T05:30:00.000Z,2016-07-18T08:04:30.797Z,2016-04-22T05:30:25.759Z,5.0,,46
1233,112.0,https://jira.spring.io/rest/agile/1.0/sprint/112,closed,Ingalls M1,2016-07-18T08:06:23.640Z,2016-08-30T08:06:00.000Z,2016-08-30T14:18:01.047Z,2016-07-18T08:06:23.640Z,5.0,,46
1234,113.0,https://jira.spring.io/rest/agile/1.0/sprint/113,closed,Hopper SR3 / Gosling SR5,2016-08-30T14:18:59.034Z,2016-09-14T14:18:00.000Z,2016-09-21T07:19:51.931Z,2016-08-30T14:18:59.034Z,5.0,,46
1235,114.0,https://jira.spring.io/rest/agile/1.0/sprint/114,closed,Kay M1,2016-09-21T07:00:23.752Z,2016-11-28T22:59:00.000Z,2016-11-24T16:40:58.903Z,2016-09-21T07:00:23.752Z,5.0,,46
1236,115.0,https://jira.spring.io/rest/agile/1.0/sprint/115,closed,Ingalls RC1,2016-11-24T16:41:36.708Z,2016-12-08T08:40:00.000Z,2016-12-22T10:27:12.220Z,2016-11-24T16:41:36.708Z,5.0,,46
1237,116.0,https://jira.spring.io/rest/agile/1.0/sprint/116,closed,Ingalls GA,2016-12-22T10:27:58.091Z,2017-01-20T02:26:00.000Z,2017-03-03T07:04:45.660Z,2016-12-22T10:27:58.091Z,5.0,,46
1238,117.0,https://jira.spring.io/rest/agile/1.0/sprint/117,closed,Kay M2,2017-03-24T09:17:00.000Z,2017-04-01T01:16:00.000Z,2017-05-03T08:04:20.992Z,2017-03-24T09:17:00.000Z,5.0,,46
1239,118.0,https://jira.spring.io/rest/agile/1.0/sprint/118,closed,Kay M3,2017-05-03T08:07:48.054Z,2017-05-11T00:06:00.000Z,2017-06-19T07:23:31.107Z,2017-05-03T08:07:48.054Z,5.0,,46
1240,119.0,https://jira.spring.io/rest/agile/1.0/sprint/119,closed,Kay RC1,2017-06-19T07:34:35.046Z,2017-07-13T23:33:00.000Z,2017-08-14T14:52:00.946Z,2017-06-19T07:34:35.046Z,5.0,,46
1241,120.0,https://jira.spring.io/rest/agile/1.0/sprint/120,closed,Kay RC3,2017-08-14T14:52:25.959Z,2017-09-08T06:51:00.000Z,2017-09-26T11:41:45.801Z,2017-08-14T14:52:25.959Z,5.0,,46
1242,121.0,https://jira.spring.io/rest/agile/1.0/sprint/121,closed,Kay GA,2017-10-13T11:43:00.000Z,2017-10-21T03:42:00.000Z,2017-10-19T10:47:30.752Z,2017-10-13T11:43:00.000Z,5.0,,46
1243,122.0,https://jira.spring.io/rest/agile/1.0/sprint/122,closed,Kay SR1,2017-10-19T10:48:54.901Z,2017-11-03T03:47:00.000Z,2017-11-29T13:18:05.255Z,2017-10-19T10:48:54.901Z,5.0,,46
1244,123.0,https://jira.spring.io/rest/agile/1.0/sprint/123,closed,Lovelace M1,2017-11-29T13:18:02.292Z,2017-12-22T06:17:00.000Z,2018-03-01T14:44:58.367Z,2017-11-29T13:18:02.292Z,5.0,,46
1245,124.0,https://jira.spring.io/rest/agile/1.0/sprint/124,closed,Lovelace M2 / M3,2018-03-01T14:46:31.308Z,2018-03-24T07:45:00.000Z,2018-05-17T15:54:25.494Z,2018-03-01T14:46:31.308Z,5.0,,46
1246,125.0,https://jira.spring.io/rest/agile/1.0/sprint/125,closed,Lovelace RC1,2018-05-17T15:54:19.845Z,2018-07-02T08:53:00.000Z,2018-08-20T16:03:49.838Z,2018-05-17T15:54:19.845Z,5.0,,46
1247,127.0,https://jira.spring.io/rest/agile/1.0/sprint/127,closed,Lovelace GA,2018-08-20T16:04:16.521Z,2018-09-19T09:03:00.000Z,2018-10-08T11:42:47.030Z,2018-08-20T16:04:16.521Z,5.0,,46
1248,128.0,https://jira.spring.io/rest/agile/1.0/sprint/128,closed,Lovelace SR1,2018-10-08T11:43:20.537Z,2018-10-26T03:42:00.000Z,2019-05-12T10:43:03.485Z,2018-10-08T11:43:20.537Z,5.0,,46
1249,129.0,https://jira.spring.io/rest/agile/1.0/sprint/129,closed,Moore RC1,2019-05-12T10:43:49.460Z,2019-06-07T02:42:00.000Z,2019-06-18T10:31:34.384Z,2019-05-12T10:43:49.460Z,5.0,,46
1250,,,,,,,,,,,66
1251,,,,,,,,,,,66
1252,,,,,,,,,,,66
1253,,,,,,,,,,,66
1254,,,,,,,,,,,66
1255,,,,,,,,,,,66
1256,,,,,,,,,,,66
1257,,,,,,,,,,,66
1258,,,,,,,,,,,66
1259,,,,,,,,,,,66
1260,,,,,,,,,,,66
1261,,,,,,,,,,,66
1262,,,,,,,,,,,66
1263,,,,,,,,,,,66
1264,,,,,,,,,,,66
1265,,,,,,,,,,,66
1266,,,,,,,,,,,66
1267,,,,,,,,,,,66
1268,,,,,,,,,,,66
1269,,,,,,,,,,,66
1270,,,,,,,,,,,66
1271,,,,,,,,,,,66
1272,,,,,,,,,,,66
1273,,,,,,,,,,,66
1274,,,,,,,,,,,66
1275,,,,,,,,,,,66
1276,,,,,,,,,,,66
1277,,,,,,,,,,,66
1278,,,,,,,,,,,66
1279,,,,,,,,,,,66
1280,,,,,,,,,,,66
1281,,,,,,,,,,,66
1282,,,,,,,,,,,66
1283,,,,,,,,,,,66
1284,,,,,,,,,,,66
1285,,,,,,,,,,,66
1286,,,,,,,,,,,66
1287,,,,,,,,,,,66
1288,,,,,,,,,,,66
1289,,,,,,,,,,,66
1290,,,,,,,,,,,66
1291,,,,,,,,,,,66
1292,,,,,,,,,,,66
1293,,,,,,,,,,,66
1294,,,,,,,,,,,66
1295,,,,,,,,,,,66
1296,,,,,,,,,,,66
1297,,,,,,,,,,,66
1298,,,,,,,,,,,66
1299,,,,,,,,,,,66
1300,40.0,https://jira.spring.io/rest/agile/1.0/sprint/40,closed,45 - Dijkstra M1,2014-03-17T17:00:56.212Z,2014-03-27T18:00:00.000Z,2014-04-01T09:10:42.962Z,2014-03-17T17:00:56.212Z,5.0,,56
1301,44.0,https://jira.spring.io/rest/agile/1.0/sprint/44,closed,47 - Dijkstra RC1,2014-04-17T12:41:09.158Z,2014-04-28T12:41:00.000Z,2014-05-05T12:23:12.604Z,2014-04-17T12:41:09.158Z,5.0,,56
1302,48.0,https://jira.spring.io/rest/agile/1.0/sprint/48,closed,48 - Dijkstra GA,2014-05-05T12:24:45.463Z,2014-05-19T12:24:00.000Z,2014-06-19T14:18:03.053Z,2014-05-05T12:24:45.463Z,5.0,,56
1303,52.0,https://jira.spring.io/rest/agile/1.0/sprint/52,closed,49 - Dijkstra SR1,2014-06-19T14:19:22.319Z,2014-06-27T14:19:00.000Z,2014-07-01T07:21:59.043Z,2014-06-19T14:19:22.319Z,5.0,,56
1304,53.0,https://jira.spring.io/rest/agile/1.0/sprint/53,closed,50 - Evans M1,2014-07-01T07:30:37.310Z,2014-07-18T07:30:00.000Z,2014-07-15T07:12:22.114Z,2014-07-01T07:30:37.310Z,5.0,,56
1305,55.0,https://jira.spring.io/rest/agile/1.0/sprint/55,closed,51 - Dijkstra SR2,2014-07-15T12:55:22.181Z,2014-07-25T12:55:00.000Z,2014-07-28T18:10:17.693Z,2014-07-15T12:55:22.181Z,5.0,,56
